name,class,branch,faction,stars,position,tags,trait,availability,icon,description,phrase,file_no.,gender,height,mobility,endurance,internal_name,base_hp,elite_1_hp,elite_2_hp,max_hp,trust_hp,base_atk,elite_1_atk,elite_2_atk,max_atk,trust_atk,base_def,elite_1_def,elite_2_def,max_def,trust_def,base_res,elite_1_res,elite_2_res,max_res,base_redeploy,elite_1_redeploy,elite_2_redeploy,max_redeploy,base_dp_cost,elite_1_dp_cost,elite_2_dp_cost,max_dp_cost,base_block,elite_1_block,elite_2_block,max_block,base_interval,elite_1_interval,elite_2_interval,max_interval,images,experience,place_of_birth,date_of_birth,race,infection_status,strength,tactical_acumen,combat_skill,arts_adaptability
Beanstalk,Vanguard,Tactician,Columbia,4-star,Ranged,"['DP-Recovery', 'Summon']",This unit can designate one Tactical Point within attack range to call Reinforcements; ATK is increased to 150% when attacking enemies blocked by Reinforcements,Headhunting,https://static.wikia.nocookie.net/mrfz/images/d/dc/Beanstalk_icon.png/revision/latest/scale-to-width-down/120?cb=20210105105346,"Top specialist Metal Crab breeder Beanstalk, commanding her Metal Crab teams to guard the frontline.","Carefully examine any expense applications she submits. Once in a while, her contracts hide tiny traps.",CB16,Female,155 cm,Standard,Normal,char_452_bstalk,702,1003,1286,1569,,171,252,332,405,50.0,43,73,105,125,,0,0,0,0,70s,70s,70s,70s,11,11,13,13,2,2,2,2,1s,1s,1s,1s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/e/e8/Beanstalk.png/revision/latest?cb=20210105142500', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/6/61/Beanstalk_Elite_2.png/revision/latest?cb=20210105142516', 'Gift Uncompleted': 'https://static.wikia.nocookie.net/mrfz/images/f/f5/Beanstalk_Skin_1.png/revision/latest?cb=20211221102708'}",None,Columbia,March 10th,Reproba,Medical tests have confirmed that no infection is present.,Normal,Excellent,Normal,Normal
Beehunter,Guard,Fighter,Ursus,4-star,Melee,['DPS'],Blocks 1 enemy,Headhunting; Recruitment,https://static.wikia.nocookie.net/mrfz/images/c/c6/Beehunter_icon.png/revision/latest/scale-to-width-down/120?cb=20190620082426,"Beehunter, Guard Operator of Rhodes Island, will beat up enemies with her fighting skills.","Boxing comes second, honey comes first.",US10,Female,163 cm,Normal,Normal,char_137_brownb,1151,1556,1996,2435,,211,311,415,513,60.0,131,191,262,312,,0,0,0,0,70s,70s,70s,70s,7,7,9,9,1,1,1,1,0.78s,0.78s,0.78s,0.78s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/1/1a/Beehunter.png/revision/latest?cb=20190620082426', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/c/c9/Beehunter_Elite_2.png/revision/latest?cb=20190620082427', 'Honey Pilferer': 'https://static.wikia.nocookie.net/mrfz/images/5/51/Beehunter_Skin_1.png/revision/latest?cb=20200719115507'}",2 years,Ursus,October 2nd,Ursus,Confirmed Infected by medical examination.,Excellent,Normal,Normal,Normal
Bubble,Defender,Protector,Sargon,4-star,Melee,['Defense'],Blocks 3 enemies,Headhunting,https://static.wikia.nocookie.net/mrfz/images/4/48/Bubble_icon.png/revision/latest/scale-to-width-down/120?cb=20201015124140,Defender Operator Bubble isn't scared of anything.,"Well, she's a little scared of getting yelled at.",R146,Female,135 cm,Normal,Excellent,char_381_bubble,1344,1793,2391,3416,,195,251,314,370,,232,347,470,645,75.0,0,0,0,0,70s,70s,70s,70s,17,17,19,21,3,3,3,3,1.2s,1.2s,1.2s,1.2s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/9/9b/Bubble.png/revision/latest?cb=20201015124206', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/f/f8/Bubble_Elite_2.png/revision/latest?cb=20201015124248'}",None,Sargon,March 19th,Cerato,Confirmed Infected by medical examination.,Excellent,Normal,Flawed,Standard
Chestnut,Medic,Wandering,Rhodes Island,4-star,Ranged,['Healing'],Restores the HP of allied units and recovers Elemental Damage by 50% of ATK (can recover Elemental Damage of unhurt allied units),[CN] Headhunting,https://static.wikia.nocookie.net/mrfz/images/2/24/Chestnut_icon.png/revision/latest/scale-to-width-down/120?cb=20220414062805,The small doctor carefully wipes off the crystals in his hand.,"""Look how beautiful it is"", he said to you while looking up.",R134,Male,132 cm,Standard,Standard,char_4041_chnut,623,820,977,1137,100.0,136,233,311,389,35.0,44,64,80,101,,10,10,10,10,70s,70s,70s,70s,12,12,14,14,1,1,1,1,2.85s,2.85s,2.85s,2.85s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/4/47/Chestnut.png/revision/latest?cb=20220414082930', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/4/4b/Chestnut_Elite_2.png/revision/latest?cb=20220414082926'}",None,Undisclosed,March 15th,Durin,Medical tests have confirmed that no infection is present.,Normal,Standard,Normal,Standard
Click,Caster,Mech-Accord,Rhodes Island,4-star,Ranged,"['DPS', 'Crowd-Control']","Controls a Drone to deal Arts damage to an enemy; When the Drone continuously attacks the same enemy, its damage will increase (up to 110% of the operator's ATK)[note 1]",Headhunting,https://static.wikia.nocookie.net/mrfz/images/7/7c/Click_icon.png/revision/latest/scale-to-width-down/120?cb=20200711010006,"Click, Caster Operator of Rhodes Island, has been shooting video footage non-stop.","If possible, hit that Like button on her work.",R140,Female,144 cm,Standard,Standard,char_328_cammou,589,842,1094,1440,,145,205,264,315,60.0,47,72,100,120,,10,10,15,20,70s,70s,70s,70s,18,18,20,20,1,1,1,1,1.3s,1.3s,1.3s,1.3s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/f/f7/Click.png/revision/latest?cb=20200711010005', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/4/4c/Click_Elite_2.png/revision/latest?cb=20200711010005', 'Grave Thief': 'https://static.wikia.nocookie.net/mrfz/images/6/68/Click_Skin_1.png/revision/latest?cb=20211015155033'}",None,Undisclosed,May 9,Zalak,Medical tests have confirmed that no infection is present.,Normal,Normal,Normal,Standard
Conviction,Guard,Dreadnought,Minos,4-star,Melee,"['DPS', 'Survival', 'Crowd-Control', 'Nuker']",Blocks 1 enemy,April Fools (gift),https://static.wikia.nocookie.net/mrfz/images/f/f5/Conviction_icon.png/revision/latest/scale-to-width-down/120?cb=20200404153936,Conviction is ready to join!,"Where there are sinners, there must be Conviction!",MN01,Conviction,145 cm,Standard,Standard,char_159_peacok,1449,1932,2577,3483,222.0,402,601,771,929,22.0,74,107,139,166,22.0,0,0,0,0,70s,70s,70s,70s,14,14,16,16,1,1,1,1,1.5s,1.5s,1.5s,1.5s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/0/09/Conviction.png/revision/latest?cb=20200404153753', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/8/89/Conviction_Elite_2.png/revision/latest?cb=20200404153803', 'Super Conviction Buddies': 'https://static.wikia.nocookie.net/mrfz/images/a/a6/Conviction_Skin_1.png/revision/latest?cb=20220402033637'}",None,Minos,Unknown,Unknown (Suspected Liberi),Confirmed infected by medical examination.,Standard,Standard,Standard,"Standard""Test subject was able to accurately control all data to Standard, regardless of subject matter."""
Courier,Vanguard,Pioneer,Karlan Commercial,4-star,Melee,"['DP-Recovery', 'Defense']",Blocks 2 enemies,Credit Store,https://static.wikia.nocookie.net/mrfz/images/2/27/Courier_icon.png/revision/latest/scale-to-width-down/120?cb=20190620082626,"Courier, contact of Karlan Trade CO.,LTD, is at your service as a Vanguard Operator.","Deliveries or combat, you can always rely on him.",JC04,Male,177 cm,Excellent,Excellent,char_198_blackd,758,1083,1389,1985,,170,254,348,435,,137,196,273,322,60.0,0,0,0,0,70s,70s,70s,70s,10,10,12,12,2,2,2,2,1.05s,1.05s,1.05s,1.05s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/e/e5/Courier.png/revision/latest?cb=20190628063252', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/0/06/Courier_Elite_2.png/revision/latest?cb=20190628063252', 'New Routes': 'https://static.wikia.nocookie.net/mrfz/images/0/0c/Courier_Skin_1.png/revision/latest?cb=20190831014827', 'Speechless Sound': 'https://static.wikia.nocookie.net/mrfz/images/d/df/Courier_Skin_2.png/revision/latest?cb=20210503053707'}",2 years,Kjerag,March 5th,Itra,Medical tests have confirmed that no infection is present.,Standard,Standard,Excellent,Normal
Cuora,Defender,Protector,Columbia,4-star,Melee,['Defense'],Blocks 3 enemies,Headhunting; Recruitment,https://static.wikia.nocookie.net/mrfz/images/7/77/Cuora_icon.png/revision/latest/scale-to-width-down/120?cb=20190620082628,"Cuora, Defender Operator of Rhodes Island, will provide reliable defense for the squad.","Yeah, it's time to get sturdy. Real sturdy.",IU05,Female,148 cm,Normal,Excellent,char_150_snakek,1221,1629,2173,3105,,193,248,310,365,,249,372,503,690,75.0,0,0,0,0,70s,70s,70s,70s,17,17,19,21,3,3,3,3,1.2s,1.2s,1.2s,1.2s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/3/35/Cuora.png/revision/latest?cb=20190723210718', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/5/5c/Cuora_Elite_2.png/revision/latest?cb=20190723210803', 'Quadrangle': 'https://static.wikia.nocookie.net/mrfz/images/8/88/Cuora_Skin_1.png/revision/latest?cb=20200218061108'}",None,Undisclosed,Undisclosed,Petram,"Showed physical signs of Originium, visible internal blotches, infection confirmed by medical report.",Normal,Normal,Normal,Normal
Cutter,Guard,Swordmaster,Columbia,4-star,Melee,"['Nuker', 'DPS']",Normal attacks deal damage twice,Headhunting,https://static.wikia.nocookie.net/mrfz/images/0/00/Cutter_icon.png/revision/latest/scale-to-width-down/120?cb=20200426100448,"Cutter, mercenary, will complete all tasks on the battlefield in a calm and disciplined manner.","The kitchen is more dangerous than the battlefield, and it would be best to not let her in the kitchen.",R144,Female,155 cm,Standard,Normal,char_301_cutter,990,1357,1763,2320,,233,338,439,571,70.0,142,204,266,325,,0,0,0,0,70s,70s,70s,70s,17,17,19,21,2,2,2,2,1.3s,1.3s,1.3s,1.3s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/6/6d/Cutter.png/revision/latest?cb=20200422222238', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/d/d1/Cutter_Elite_2.png/revision/latest?cb=20200422222239'}",3 years,Columbia,May 2nd,Vulpo,"Originium crystals are distributed inside the body, confirmed Infected by medical examination.",Standard,Normal,Excellent,Standard
Deepcolor,Supporter,Summoner,Aegir,4-star,Ranged,['Summon'],Deals Arts DamageCan use Summons in battles,Headhunting,https://static.wikia.nocookie.net/mrfz/images/f/f1/Deepcolor_icon.png/revision/latest/scale-to-width-down/120?cb=20190620082628,"Deepcolor, Supporter Operator of Rhodes Island, is ready for combat with her ""assistants.""",You don't want to know how she draws.,AA04,Female,163 cm,Normal,Normal,char_110_deepcl,472,638,829,1050,300.0,181,259,346,403,,53,77,103,125,,10,10,10,10,70s,70s,70s,70s,8,8,10,10,1,1,1,1,1.6s,1.6s,1.6s,1.6s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/d/de/Deepcolor.png/revision/latest?cb=20190723211039', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/8/87/Deepcolor_Elite_2.png/revision/latest?cb=20190723211105'}",None,Undisclosed,June 12th,Undisclosed,Non-infected as confirmed by medical report.,Normal,Standard,Standard,Excellent
Dobermann,Guard,Instructor,Rhodes Island,4-star,Melee,"['DPS', 'Support']","Can attack enemies from range; When attacking enemies not blocked by self, increase ATK to 120%",Headhunting; Recruitment,https://static.wikia.nocookie.net/mrfz/images/1/16/Dobermann_icon.png/revision/latest/scale-to-width-down/120?cb=20190620082629,"Dobermann, Starter instructor of Rhodes Island, is always ready to offer advice on the battlefield.",You could always use the advice of a veteran.,R100,Female,163 cm,Standard,Standard,char_130_doberm,818,1121,1457,2024,,264,378,505,602,30.0,178,252,320,382,30.0,0,0,0,0,70s,70s,70s,70s,13,13,15,15,2,2,2,2,1.05s,1.05s,1.05s,1.05s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/3/3f/Dobermann.png/revision/latest?cb=20190723211529', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/9/93/Dobermann_Elite_2.png/revision/latest?cb=20190723211557', 'Lieutenant': 'https://static.wikia.nocookie.net/mrfz/images/6/63/Dobermann_Skin_1.png/revision/latest?cb=20201214010250'}",6 years,Bolívar,May 27th,Perro,"Showed physical signs of Originium, infection confirmed by medical report.",Standard,Excellent,Excellent,Standard
Dur-nar,Defender,Arts Protector,Rhodes Island,4-star,Melee,"['Defense', 'DPS']",Normal attacks deal Arts Damage while the skill is active,Credit Store,https://static.wikia.nocookie.net/mrfz/images/d/db/Dur-nar_icon.png/revision/latest/scale-to-width-down/120?cb=20200227210416,"Dur-nar, Defender of Rhodes Island, vows to stop all rioters with her shield.",Those foolhardy enough to try to overcome her shield soon find themselves eating dirt.,R124,Female,160 cm,Standard,Standard,char_260_durnar,1201,1623,2165,3007,,244,349,466,583,65.0,220,324,438,548,,5,5,10,15,70s,70s,70s,70s,20,20,22,24,3,3,3,3,1.6s,1.6s,1.6s,1.6s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/e/eb/Dur-nar.png/revision/latest?cb=20191104024230', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/5/57/Dur-nar_Elite_2.png/revision/latest?cb=20191104024230'}",8 years,Columbia,August 11th,Vulpo,Medical tests have confirmed that no infection is present.,Excellent,Normal,Excellent,Normal
Earthspirit,Supporter,Decel Binder,Leithania,4-star,Ranged,['Slow'],Deals Arts Damage and Slows the target for a short time,Headhunting; Recruitment,https://static.wikia.nocookie.net/mrfz/images/b/bf/Earthspirit_icon.png/revision/latest/scale-to-width-down/120?cb=20190620082657,"Earthspirit, Supporter Operator of Rhodes Island, will provide reliable support on the battlefield when she's on duty.",Is she hearing things again?,LN01,Female,161 cm,Standard,Normal,char_183_skgoat,548,751,964,1205,,202,298,398,480,50.0,46,66,85,101,,10,10,15,20,70s,70s,70s,70s,12,12,14,14,1,1,1,1,1.9s,1.9s,1.9s,1.9s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/3/3e/Earthspirit.png/revision/latest?cb=20190724013904', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/0/05/Earthspirit_Elite_2.png/revision/latest?cb=20190627032128'}",None,Leithanien,April 5th,Caprinae,"Showed physical signs of Originium poisoning, infection confirmed by medical examination.",Normal,Standard,Standard,Excellent
Estelle,Guard,Centurion,Sargon,4-star,Melee,"['AoE', 'Survival']",Attacks all blocked enemies[note 1],Recruitment,https://static.wikia.nocookie.net/mrfz/images/a/a0/Estelle_icon.png/revision/latest/scale-to-width-down/120?cb=20190620082658,"Estelle, Guard Operator of Rhodes Island, still doubts if she can help.",Please trust her capability!,IU04,Female,162 cm,Normal,Standard,char_127_estell,1140,1462,1875,2500,350.0,278,387,524,690,,133,190,258,315,,0,0,0,0,70s,70s,70s,70s,18,18,20,22,2,2,2,3,1.2s,1.2s,1.2s,1.2s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/5/59/Estelle.png/revision/latest?cb=20190724014406', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/2/2e/Estelle_Elite_2.png/revision/latest?cb=20190724014449'}",Half a year,Undisclosed,February 14th,Archosauria,"Showed physical signs of Originium, infection confirmed by medical examination.",Excellent,Normal,Normal,Standard
Ethan,Specialist,Ambusher,Rhodes Island,4-star,Melee,"['DPS', 'Crowd-Control']",Deals Damage to all targets within range50% chance to dodge Physical and Arts attacks and is less likely to be targeted by enemies,Shop Vouchers Store,https://static.wikia.nocookie.net/mrfz/images/d/d9/Ethan_icon.png/revision/latest/scale-to-width-down/120?cb=20200227210434,"Ethan, Specialist Operator of Rhodes Island, will utilize unique abilities to carry out special missions for you.",You... can't see me!,R130,Male,163 cm,Standard,Normal,char_355_ethan,730,1014,1300,1530,450.0,346,468,601,742,,139,214,279,337,,10,10,20,20,70s,70s,70s,70s,17,17,19,19,0,0,0,0,3.5s,3.5s,3.5s,3.5s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/0/0f/Ethan.png/revision/latest?cb=20201001060528', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/4/41/Ethan_Elite_2.png/revision/latest?cb=20201001060534', 'Infiltrator': 'https://static.wikia.nocookie.net/mrfz/images/c/cf/Ethan_Skin_1.png/revision/latest?cb=20201214010525'}",2 years,Unknown,January 29th,Savra,"Originium crystals present in the body, infection confirmed by medical examination.",Normal,Standard,Standard,Excellent
Frostleaf,Guard,Lord,Rhodes Island,4-star,Melee,"['Slow', 'DPS']",Can launch Ranged Attacks that deal 80% of normal ATK,Headhunting; Recruitment,https://static.wikia.nocookie.net/mrfz/images/3/31/Frostleaf_icon.png/revision/latest/scale-to-width-down/120?cb=20190620082735,"Frostleaf, Guard Operator of Rhodes Island, will obey all your orders.",Try to become her beacon.,R123,Female,157 cm[note 1],Standard,Normal,char_193_frostl,949,1356,1785,2260,,272,400,534,660,,154,211,268,323,55.0,5,5,10,10,70s,70s,70s,70s,16,16,18,18,2,2,2,2,1.3s,1.3s,1.3s,1.3s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/b/b6/Frostleaf.png/revision/latest?cb=20190724025725', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/1/1e/Frostleaf_Elite_2.png/revision/latest?cb=20190724025756', 'Break the Ice': 'https://static.wikia.nocookie.net/mrfz/images/6/6d/Frostleaf_Skin_1.png/revision/latest?cb=20220502081300'}",7 years,Columbia,May 1st,Vulpo,"Showed physical signs of Oripathy, infection confirmed by medical examination.",Normal,Standard,Excellent,Standard
Gavial,Medic,Medic,Rhodes Island,4-star,Ranged,['Healing'],Restores the HP of allies,Credit Store,https://static.wikia.nocookie.net/mrfz/images/1/18/Gavial_icon.png/revision/latest/scale-to-width-down/120?cb=20190620082736,"Gavial, Medic Operator of Rhodes Island, will protect the lives of her squad members using her special techniques.",Her patients always have a peaceful look on their faces.,IU07,Female,163 cm,Standard,Excellent,char_187_ccheal,851,1167,1374,1580,,159,262,364,450,30.0,66,96,121,152,30.0,0,0,0,0,70s,70s,70s,70s,16,16,18,18,1,1,1,1,2.85s,2.85s,2.85s,2.85s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/a/ad/Gavial.png/revision/latest?cb=20190724025936', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/7/72/Gavial_Elite_2.png/revision/latest?cb=20190724030007', 'Combat Medic': 'https://static.wikia.nocookie.net/mrfz/images/3/36/Gavial_Skin_1.png/revision/latest?cb=20200719095523'}",8 years,Undisclosed[1],May 1st,Archosauria,Originium crystals are visible on the skin. Infection confirmed by medical examination.,Excellent,Standard,Excellent,Standard
Gitano,Caster,Splash,Sami,4-star,Ranged,['AoE'],Deals AOE Arts Damage,Headhunting; Recruitment,https://static.wikia.nocookie.net/mrfz/images/1/1b/Gitano_icon.png/revision/latest/scale-to-width-down/120?cb=20190620082813,"Gitano, Caster Operator of Rhodes Island, will draw plans for the squad with her Originium Arts.",Your fortune for the day is...,SI01,Female,171 cm,Normal,Normal,char_109_fmout,653,934,1214,1598,,332,468,600,715,70.0,47,72,99,118,,10,10,15,20,70s,70s,70s,70s,29,29,32,32,1,1,1,1,2.9s,2.9s,2.9s,2.9s,"{'Base': 'https://static.wikia.nocookie.net/mrfz/images/e/e9/Gitano.png/revision/latest?cb=20190724030409', 'Elite 2': 'https://static.wikia.nocookie.net/mrfz/images/d/da/Gitano_Elite_2.png/revision/latest?cb=20190724030431', 'Unknown Journey': 'https://static.wikia.nocookie.net/mrfz/images/d/dc/Gitano_Skin_1.png/revision/latest?cb=20200219220309'}",1 year,Sami,January 15th,Elafia,"Showed physical signs of Originium, infection confirmed by medical examination.",Normal,Standard,Standard,Excellent
